Comunidad,Punto actual más cercano,ID radio actual,Distancia actual (km),Coordenadas Comunidad,ID Alternativa 1,Coordenadas Alternativa 1,Distancia Alternativa 1 (km),Ruta Alternativa 1 (Google Maps),ID Alternativa 2,Coordenadas Alternativa 2,Distancia Alternativa 2 (km),Ruta Alternativa 2 (Google Maps),ID Alternativa 3,Coordenadas Alternativa 3,Distancia Alternativa 3 (km),Ruta Alternativa 3 (Google Maps)
ParÃ¡cuaro,"(25.49053, -111.91989)",BS7167,31.14 km,"(25.49053, -111.91989)",BS7000,"(25.39718, -111.84670)",13.20 km,"https://www.google.com/maps/dir/25.49053,-111.91989/25.39718,-111.84670",—,—,—,—,—,—,—,—
La Poza del Ciruelo,"(25.20219, -111.55860)",BS0421,54.28 km,"(25.20219, -111.5586)",BS8358,"(25.33639, -111.63917)",17.42 km,"https://www.google.com/maps/dir/25.20219,-111.5586/25.33639,-111.63917",BS5764,"(25.12667, -111.71667)",19.50 km,"https://www.google.com/maps/dir/25.20219,-111.5586/25.12667,-111.71667",BS2198,"(25.03503, -111.63889)",20.64 km,"https://www.google.com/maps/dir/25.20219,-111.5586/25.03503,-111.63889"
El Quemadito,"(24.92944, -111.62833)",BS8355,37.68 km,"(24.92944, -111.62833)",BS2459,"(25.02275, -111.64708)",10.59 km,"https://www.google.com/maps/dir/24.92944,-111.62833/25.02275,-111.64708",BS0078,"(25.02516, -111.63202)",10.66 km,"https://www.google.com/maps/dir/24.92944,-111.62833/25.02516,-111.63202",BS0225,"(25.03069, -111.63443)",11.29 km,"https://www.google.com/maps/dir/24.92944,-111.62833/25.03069,-111.63443"
Rancho Nuevo,"(26.89258, -111.98447)",BS4549,81.51 km,"(26.89258, -111.98447)",BS7180,"(26.90019, -111.97272)",1.56 km,"https://www.google.com/maps/dir/26.89258,-111.98447/26.90019,-111.97272",BS0303,"(26.84844, -111.90300)",10.31 km,"https://www.google.com/maps/dir/26.89258,-111.98447/26.84844,-111.90300",BS0014,"(27.18776, -112.24527)",43.85 km,"https://www.google.com/maps/dir/26.89258,-111.98447/27.18776,-112.24527"
La Tinaja del Burro,"(26.84844, -111.90300)",BS0303,58.60 km,"(26.84844, -111.903)",BS7180,"(26.90019, -111.97272)",9.67 km,"https://www.google.com/maps/dir/26.84844,-111.903/26.90019,-111.97272",BS4549,"(26.89258, -111.98447)",10.31 km,"https://www.google.com/maps/dir/26.84844,-111.903/26.89258,-111.98447",BS0148,"(26.01975, -111.36000)",110.29 km,"https://www.google.com/maps/dir/26.84844,-111.903/26.01975,-111.36000"
Las Tinajitas,"(25.99936, -111.36886)",BS2385,72.36 km,"(25.99936, -111.36886)",BS0148,"(26.01975, -111.36000)",2.47 km,"https://www.google.com/maps/dir/25.99936,-111.36886/26.01975,-111.36000",BS1350,"(26.02022, -111.35112)",3.05 km,"https://www.google.com/maps/dir/25.99936,-111.36886/26.02022,-111.35112",BS5744,"(26.01192, -111.34119)",3.38 km,"https://www.google.com/maps/dir/25.99936,-111.36886/26.01192,-111.34119"
El Juncal,"(26.01975, -111.36000)",BS0148,68.01 km,"(26.01975, -111.36)",BS1350,"(26.02022, -111.35112)",0.99 km,"https://www.google.com/maps/dir/26.01975,-111.36/26.02022,-111.35112",BS5744,"(26.01192, -111.34119)",2.27 km,"https://www.google.com/maps/dir/26.01975,-111.36/26.01192,-111.34119",BS0235,"(25.93846, -111.36220)",9.05 km,"https://www.google.com/maps/dir/26.01975,-111.36/25.93846,-111.36220"
El Salto,"(25.49053, -111.91989)",BS7167,78.32 km,"(25.49053, -111.91989)",BS7000,"(25.39718, -111.84670)",13.20 km,"https://www.google.com/maps/dir/25.49053,-111.91989/25.39718,-111.84670",BS2386,"(25.26395, -111.77464)",29.96 km,"https://www.google.com/maps/dir/25.49053,-111.91989/25.26395,-111.77464",BS3913,"(25.25699, -111.77651)",30.51 km,"https://www.google.com/maps/dir/25.49053,-111.91989/25.25699,-111.77651"
San AgustÃ­n,"(26.89258, -111.98447)",BS4549,65.12 km,"(26.89258, -111.98447)",BS7180,"(26.90019, -111.97272)",1.56 km,"https://www.google.com/maps/dir/26.89258,-111.98447/26.90019,-111.97272",BS0303,"(26.84844, -111.90300)",10.31 km,"https://www.google.com/maps/dir/26.89258,-111.98447/26.84844,-111.90300",BS0014,"(27.18776, -112.24527)",43.85 km,"https://www.google.com/maps/dir/26.89258,-111.98447/27.18776,-112.24527"
La Ballena,"(26.89258, -111.98447)",BS4549,89.34 km,"(26.89258, -111.98447)",BS7180,"(26.90019, -111.97272)",1.56 km,"https://www.google.com/maps/dir/26.89258,-111.98447/26.90019,-111.97272",BS0303,"(26.84844, -111.90300)",10.31 km,"https://www.google.com/maps/dir/26.89258,-111.98447/26.84844,-111.90300",BS0014,"(27.18776, -112.24527)",43.85 km,"https://www.google.com/maps/dir/26.89258,-111.98447/27.18776,-112.24527"
El Agua Zarca,"(26.89258, -111.98447)",BS4549,60.90 km,"(26.89258, -111.98447)",BS7180,"(26.90019, -111.97272)",1.56 km,"https://www.google.com/maps/dir/26.89258,-111.98447/26.90019,-111.97272",BS0303,"(26.84844, -111.90300)",10.31 km,"https://www.google.com/maps/dir/26.89258,-111.98447/26.84844,-111.90300",BS0014,"(27.18776, -112.24527)",43.85 km,"https://www.google.com/maps/dir/26.89258,-111.98447/27.18776,-112.24527"
El Chencho,"(26.84844, -111.90300)",BS0303,42.51 km,"(26.84844, -111.903)",BS7180,"(26.90019, -111.97272)",9.67 km,"https://www.google.com/maps/dir/26.84844,-111.903/26.90019,-111.97272",BS4549,"(26.89258, -111.98447)",10.31 km,"https://www.google.com/maps/dir/26.84844,-111.903/26.89258,-111.98447",—,—,—,—
Mesa la Ceribosa,"(26.84844, -111.90300)",BS0303,43.98 km,"(26.84844, -111.903)",BS7180,"(26.90019, -111.97272)",9.67 km,"https://www.google.com/maps/dir/26.84844,-111.903/26.90019,-111.97272",BS4549,"(26.89258, -111.98447)",10.31 km,"https://www.google.com/maps/dir/26.84844,-111.903/26.89258,-111.98447",—,—,—,—
El Llano,"(26.84844, -111.90300)",BS0303,50.89 km,"(26.84844, -111.903)",BS7180,"(26.90019, -111.97272)",9.67 km,"https://www.google.com/maps/dir/26.84844,-111.903/26.90019,-111.97272",BS4549,"(26.89258, -111.98447)",10.31 km,"https://www.google.com/maps/dir/26.84844,-111.903/26.89258,-111.98447",—,—,—,—
El DatilÃ³n,"(26.89258, -111.98447)",BS4549,98.98 km,"(26.89258, -111.98447)",BS7180,"(26.90019, -111.97272)",1.56 km,"https://www.google.com/maps/dir/26.89258,-111.98447/26.90019,-111.97272",BS0303,"(26.84844, -111.90300)",10.31 km,"https://www.google.com/maps/dir/26.89258,-111.98447/26.84844,-111.90300",BS0014,"(27.18776, -112.24527)",43.85 km,"https://www.google.com/maps/dir/26.89258,-111.98447/27.18776,-112.24527"
La Laguneta,"(25.20219, -111.55860)",BS0421,30.22 km,"(25.20219, -111.5586)",BS8358,"(25.33639, -111.63917)",17.42 km,"https://www.google.com/maps/dir/25.20219,-111.5586/25.33639,-111.63917",BS2198,"(25.03503, -111.63889)",20.64 km,"https://www.google.com/maps/dir/25.20219,-111.5586/25.03503,-111.63889",BS0225,"(25.03069, -111.63443)",20.87 km,"https://www.google.com/maps/dir/25.20219,-111.5586/25.03069,-111.63443"
San Silvestre,"(24.92944, -111.62833)",BS8355,31.52 km,"(24.92944, -111.62833)",BS2459,"(25.02275, -111.64708)",10.59 km,"https://www.google.com/maps/dir/24.92944,-111.62833/25.02275,-111.64708",BS0078,"(25.02516, -111.63202)",10.66 km,"https://www.google.com/maps/dir/24.92944,-111.62833/25.02516,-111.63202",BS0225,"(25.03069, -111.63443)",11.29 km,"https://www.google.com/maps/dir/24.92944,-111.62833/25.03069,-111.63443"
La Esperanza,"(25.99936, -111.36886)",BS2385,44.11 km,"(25.99936, -111.36886)",BS0148,"(26.01975, -111.36000)",2.47 km,"https://www.google.com/maps/dir/25.99936,-111.36886/26.01975,-111.36000",BS1350,"(26.02022, -111.35112)",3.05 km,"https://www.google.com/maps/dir/25.99936,-111.36886/26.02022,-111.35112",BS5744,"(26.01192, -111.34119)",3.38 km,"https://www.google.com/maps/dir/25.99936,-111.36886/26.01192,-111.34119"
CalderÃ³n,"(26.01975, -111.36000)",BS0148,70.09 km,"(26.01975, -111.36)",BS1350,"(26.02022, -111.35112)",0.99 km,"https://www.google.com/maps/dir/26.01975,-111.36/26.02022,-111.35112",BS5744,"(26.01192, -111.34119)",2.27 km,"https://www.google.com/maps/dir/26.01975,-111.36/26.01192,-111.34119",BS0235,"(25.93846, -111.36220)",9.05 km,"https://www.google.com/maps/dir/26.01975,-111.36/25.93846,-111.36220"
La MuÃ±eca,"(25.99936, -111.36886)",BS2385,43.79 km,"(25.99936, -111.36886)",BS0148,"(26.01975, -111.36000)",2.47 km,"https://www.google.com/maps/dir/25.99936,-111.36886/26.01975,-111.36000",BS1350,"(26.02022, -111.35112)",3.05 km,"https://www.google.com/maps/dir/25.99936,-111.36886/26.02022,-111.35112",BS5744,"(26.01192, -111.34119)",3.38 km,"https://www.google.com/maps/dir/25.99936,-111.36886/26.01192,-111.34119"
San Miguel,"(25.49053, -111.91989)",BS7167,67.10 km,"(25.49053, -111.91989)",BS7000,"(25.39718, -111.84670)",13.20 km,"https://www.google.com/maps/dir/25.49053,-111.91989/25.39718,-111.84670",BS2386,"(25.26395, -111.77464)",29.96 km,"https://www.google.com/maps/dir/25.49053,-111.91989/25.26395,-111.77464",BS3913,"(25.25699, -111.77651)",30.51 km,"https://www.google.com/maps/dir/25.49053,-111.91989/25.25699,-111.77651"
Los Varelas,"(25.99936, -111.36886)",BS2385,53.95 km,"(25.99936, -111.36886)",BS0148,"(26.01975, -111.36000)",2.47 km,"https://www.google.com/maps/dir/25.99936,-111.36886/26.01975,-111.36000",BS1350,"(26.02022, -111.35112)",3.05 km,"https://www.google.com/maps/dir/25.99936,-111.36886/26.02022,-111.35112",BS5744,"(26.01192, -111.34119)",3.38 km,"https://www.google.com/maps/dir/25.99936,-111.36886/26.01192,-111.34119"
El Cantil,"(26.89258, -111.98447)",BS4549,81.64 km,"(26.89258, -111.98447)",BS7180,"(26.90019, -111.97272)",1.56 km,"https://www.google.com/maps/dir/26.89258,-111.98447/26.90019,-111.97272",BS0303,"(26.84844, -111.90300)",10.31 km,"https://www.google.com/maps/dir/26.89258,-111.98447/26.84844,-111.90300",BS0014,"(27.18776, -112.24527)",43.85 km,"https://www.google.com/maps/dir/26.89258,-111.98447/27.18776,-112.24527"
Los Girasoles,"(26.89258, -111.98447)",BS4549,75.73 km,"(26.89258, -111.98447)",BS7180,"(26.90019, -111.97272)",1.56 km,"https://www.google.com/maps/dir/26.89258,-111.98447/26.90019,-111.97272",BS0303,"(26.84844, -111.90300)",10.31 km,"https://www.google.com/maps/dir/26.89258,-111.98447/26.84844,-111.90300",BS0014,"(27.18776, -112.24527)",43.85 km,"https://www.google.com/maps/dir/26.89258,-111.98447/27.18776,-112.24527"
La Higuerita,"(26.89258, -111.98447)",BS4549,67.86 km,"(26.89258, -111.98447)",BS7180,"(26.90019, -111.97272)",1.56 km,"https://www.google.com/maps/dir/26.89258,-111.98447/26.90019,-111.97272",BS0303,"(26.84844, -111.90300)",10.31 km,"https://www.google.com/maps/dir/26.89258,-111.98447/26.84844,-111.90300",BS0014,"(27.18776, -112.24527)",43.85 km,"https://www.google.com/maps/dir/26.89258,-111.98447/27.18776,-112.24527"
El Choyal,"(25.99936, -111.36886)",BS2385,62.59 km,"(25.99936, -111.36886)",BS0148,"(26.01975, -111.36000)",2.47 km,"https://www.google.com/maps/dir/25.99936,-111.36886/26.01975,-111.36000",BS1350,"(26.02022, -111.35112)",3.05 km,"https://www.google.com/maps/dir/25.99936,-111.36886/26.02022,-111.35112",BS5744,"(26.01192, -111.34119)",3.38 km,"https://www.google.com/maps/dir/25.99936,-111.36886/26.01192,-111.34119"
El Bule,"(26.89258, -111.98447)",BS4549,89.55 km,"(26.89258, -111.98447)",BS7180,"(26.90019, -111.97272)",1.56 km,"https://www.google.com/maps/dir/26.89258,-111.98447/26.90019,-111.97272",BS0303,"(26.84844, -111.90300)",10.31 km,"https://www.google.com/maps/dir/26.89258,-111.98447/26.84844,-111.90300",BS0014,"(27.18776, -112.24527)",43.85 km,"https://www.google.com/maps/dir/26.89258,-111.98447/27.18776,-112.24527"
San CristÃ³bal,"(25.71800, -111.23379)",BS3748,38.12 km,"(25.718, -111.23379)",BS8358,"(25.33639, -111.63917)",61.98 km,"https://www.google.com/maps/dir/25.718,-111.23379/25.33639,-111.63917",BS0421,"(25.20219, -111.55860)",67.86 km,"https://www.google.com/maps/dir/25.718,-111.23379/25.20219,-111.55860",—,—,—,—
San Miguel,"(25.49053, -111.91989)",BS7167,40.17 km,"(25.49053, -111.91989)",BS7000,"(25.39718, -111.84670)",13.20 km,"https://www.google.com/maps/dir/25.49053,-111.91989/25.39718,-111.84670",—,—,—,—,—,—,—,—
San Ignacio Uno,"(25.33639, -111.63917)",BS8358,31.74 km,"(25.33639, -111.63917)",BS0421,"(25.20219, -111.55860)",17.42 km,"https://www.google.com/maps/dir/25.33639,-111.63917/25.20219,-111.55860",BS3748,"(25.71800, -111.23379)",61.98 km,"https://www.google.com/maps/dir/25.33639,-111.63917/25.71800,-111.23379",—,—,—,—
El Porvenir,"(26.89258, -111.98447)",BS4549,88.52 km,"(26.89258, -111.98447)",BS7180,"(26.90019, -111.97272)",1.56 km,"https://www.google.com/maps/dir/26.89258,-111.98447/26.90019,-111.97272",BS0303,"(26.84844, -111.90300)",10.31 km,"https://www.google.com/maps/dir/26.89258,-111.98447/26.84844,-111.90300",BS0014,"(27.18776, -112.24527)",43.85 km,"https://www.google.com/maps/dir/26.89258,-111.98447/27.18776,-112.24527"
La Cerquita,"(25.99936, -111.36886)",BS2385,83.35 km,"(25.99936, -111.36886)",BS0148,"(26.01975, -111.36000)",2.47 km,"https://www.google.com/maps/dir/25.99936,-111.36886/26.01975,-111.36000",BS1350,"(26.02022, -111.35112)",3.05 km,"https://www.google.com/maps/dir/25.99936,-111.36886/26.02022,-111.35112",BS5744,"(26.01192, -111.34119)",3.38 km,"https://www.google.com/maps/dir/25.99936,-111.36886/26.01192,-111.34119"
El Quemado,"(26.89258, -111.98447)",BS4549,71.28 km,"(26.89258, -111.98447)",BS7180,"(26.90019, -111.97272)",1.56 km,"https://www.google.com/maps/dir/26.89258,-111.98447/26.90019,-111.97272",BS0303,"(26.84844, -111.90300)",10.31 km,"https://www.google.com/maps/dir/26.89258,-111.98447/26.84844,-111.90300",BS0014,"(27.18776, -112.24527)",43.85 km,"https://www.google.com/maps/dir/26.89258,-111.98447/27.18776,-112.24527"
Los Crestones,"(26.89258, -111.98447)",BS4549,81.58 km,"(26.89258, -111.98447)",BS7180,"(26.90019, -111.97272)",1.56 km,"https://www.google.com/maps/dir/26.89258,-111.98447/26.90019,-111.97272",BS0303,"(26.84844, -111.90300)",10.31 km,"https://www.google.com/maps/dir/26.89258,-111.98447/26.84844,-111.90300",BS0014,"(27.18776, -112.24527)",43.85 km,"https://www.google.com/maps/dir/26.89258,-111.98447/27.18776,-112.24527"
El Sacrificio,"(26.84844, -111.90300)",BS0303,47.18 km,"(26.84844, -111.903)",BS7180,"(26.90019, -111.97272)",9.67 km,"https://www.google.com/maps/dir/26.84844,-111.903/26.90019,-111.97272",BS4549,"(26.89258, -111.98447)",10.31 km,"https://www.google.com/maps/dir/26.84844,-111.903/26.89258,-111.98447",—,—,—,—
La Candelaria,"(27.18776, -112.24527)",BS0014,33.28 km,"(27.18776, -112.24527)",BS0301,"(27.31967, -112.23878)",14.70 km,"https://www.google.com/maps/dir/27.18776,-112.24527/27.31967,-112.23878",BS5751,"(27.33111, -112.26961)",16.19 km,"https://www.google.com/maps/dir/27.18776,-112.24527/27.33111,-112.26961",BS1656,"(27.37922, -112.29972)",22.16 km,"https://www.google.com/maps/dir/27.18776,-112.24527/27.37922,-112.29972"
El Mezquital,"(27.37922, -112.29972)",BS1656,32.68 km,"(27.37922, -112.29972)",BS5751,"(27.33111, -112.26961)",6.32 km,"https://www.google.com/maps/dir/27.37922,-112.29972/27.33111,-112.26961",BS0301,"(27.31967, -112.23878)",9.49 km,"https://www.google.com/maps/dir/27.37922,-112.29972/27.31967,-112.23878",BS0014,"(27.18776, -112.24527)",22.16 km,"https://www.google.com/maps/dir/27.37922,-112.29972/27.18776,-112.24527"
Punta Eugenia,"(27.96336, -114.05208)",BS3864,114.98 km,"(27.96336, -114.05208)",BS4207,"(28.00222, -114.01083)",6.31 km,"https://www.google.com/maps/dir/27.96336,-114.05208/28.00222,-114.01083",BS0050,"(27.87727, -113.79778)",29.89 km,"https://www.google.com/maps/dir/27.96336,-114.05208/27.87727,-113.79778",—,—,—,—
San JosÃ© de Castro,"(27.96336, -114.05208)",BS3864,66.64 km,"(27.96336, -114.05208)",BS4207,"(28.00222, -114.01083)",6.31 km,"https://www.google.com/maps/dir/27.96336,-114.05208/28.00222,-114.01083",BS0050,"(27.87727, -113.79778)",29.89 km,"https://www.google.com/maps/dir/27.96336,-114.05208/27.87727,-113.79778",—,—,—,—
San Miguel,"(27.96336, -114.05208)",BS3864,71.80 km,"(27.96336, -114.05208)",BS4207,"(28.00222, -114.01083)",6.31 km,"https://www.google.com/maps/dir/27.96336,-114.05208/28.00222,-114.01083",BS0050,"(27.87727, -113.79778)",29.89 km,"https://www.google.com/maps/dir/27.96336,-114.05208/27.87727,-113.79778",—,—,—,—
San Juan,"(26.89258, -111.98447)",BS4549,42.49 km,"(26.89258, -111.98447)",BS7180,"(26.90019, -111.97272)",1.56 km,"https://www.google.com/maps/dir/26.89258,-111.98447/26.90019,-111.97272",BS0303,"(26.84844, -111.90300)",10.31 km,"https://www.google.com/maps/dir/26.89258,-111.98447/26.84844,-111.90300",BS0301,"(27.31967, -112.23878)",55.33 km,"https://www.google.com/maps/dir/26.89258,-111.98447/27.31967,-112.23878"
Malarrimo,"(27.96336, -114.05208)",BS3864,76.45 km,"(27.96336, -114.05208)",BS4207,"(28.00222, -114.01083)",6.31 km,"https://www.google.com/maps/dir/27.96336,-114.05208/28.00222,-114.01083",BS0050,"(27.87727, -113.79778)",29.89 km,"https://www.google.com/maps/dir/27.96336,-114.05208/27.87727,-113.79778",—,—,—,—
Santa MÃ³nica,"(27.96336, -114.05208)",BS3864,69.97 km,"(27.96336, -114.05208)",BS4207,"(28.00222, -114.01083)",6.31 km,"https://www.google.com/maps/dir/27.96336,-114.05208/28.00222,-114.01083",BS0050,"(27.87727, -113.79778)",29.89 km,"https://www.google.com/maps/dir/27.96336,-114.05208/27.87727,-113.79778",—,—,—,—
El Arrepentido,"(26.89258, -111.98447)",BS4549,42.46 km,"(26.89258, -111.98447)",BS7180,"(26.90019, -111.97272)",1.56 km,"https://www.google.com/maps/dir/26.89258,-111.98447/26.90019,-111.97272",BS0303,"(26.84844, -111.90300)",10.31 km,"https://www.google.com/maps/dir/26.89258,-111.98447/26.84844,-111.90300",BS0014,"(27.18776, -112.24527)",43.85 km,"https://www.google.com/maps/dir/26.89258,-111.98447/27.18776,-112.24527"
La Lagunita,"(26.89258, -111.98447)",BS4549,41.94 km,"(26.89258, -111.98447)",BS7180,"(26.90019, -111.97272)",1.56 km,"https://www.google.com/maps/dir/26.89258,-111.98447/26.90019,-111.97272",BS0303,"(26.84844, -111.90300)",10.31 km,"https://www.google.com/maps/dir/26.89258,-111.98447/26.84844,-111.90300",—,—,—,—
Centro de RehabilitaciÃ³n Caridad,"(27.96336, -114.05208)",BS3864,97.59 km,"(27.96336, -114.05208)",BS4207,"(28.00222, -114.01083)",6.31 km,"https://www.google.com/maps/dir/27.96336,-114.05208/28.00222,-114.01083",BS0050,"(27.87727, -113.79778)",29.89 km,"https://www.google.com/maps/dir/27.96336,-114.05208/27.87727,-113.79778",—,—,—,—
La Presa,"(26.89258, -111.98447)",BS4549,40.42 km,"(26.89258, -111.98447)",BS7180,"(26.90019, -111.97272)",1.56 km,"https://www.google.com/maps/dir/26.89258,-111.98447/26.90019,-111.97272",BS0303,"(26.84844, -111.90300)",10.31 km,"https://www.google.com/maps/dir/26.89258,-111.98447/26.84844,-111.90300",BS0014,"(27.18776, -112.24527)",43.85 km,"https://www.google.com/maps/dir/26.89258,-111.98447/27.18776,-112.24527"
El Represito Dos,"(26.89258, -111.98447)",BS4549,39.59 km,"(26.89258, -111.98447)",BS7180,"(26.90019, -111.97272)",1.56 km,"https://www.google.com/maps/dir/26.89258,-111.98447/26.90019,-111.97272",BS0303,"(26.84844, -111.90300)",10.31 km,"https://www.google.com/maps/dir/26.89258,-111.98447/26.84844,-111.90300",BS0014,"(27.18776, -112.24527)",43.85 km,"https://www.google.com/maps/dir/26.89258,-111.98447/27.18776,-112.24527"
El RincÃ³n,"(26.89258, -111.98447)",BS4549,37.49 km,"(26.89258, -111.98447)",BS7180,"(26.90019, -111.97272)",1.56 km,"https://www.google.com/maps/dir/26.89258,-111.98447/26.90019,-111.97272",BS0303,"(26.84844, -111.90300)",10.31 km,"https://www.google.com/maps/dir/26.89258,-111.98447/26.84844,-111.90300",BS0014,"(27.18776, -112.24527)",43.85 km,"https://www.google.com/maps/dir/26.89258,-111.98447/27.18776,-112.24527"
San Francisquito,"(27.18776, -112.24527)",BS0014,53.86 km,"(27.18776, -112.24527)",BS0301,"(27.31967, -112.23878)",14.70 km,"https://www.google.com/maps/dir/27.18776,-112.24527/27.31967,-112.23878",BS5751,"(27.33111, -112.26961)",16.19 km,"https://www.google.com/maps/dir/27.18776,-112.24527/27.33111,-112.26961",BS1656,"(27.37922, -112.29972)",22.16 km,"https://www.google.com/maps/dir/27.18776,-112.24527/27.37922,-112.29972"
San Juan de la Pila,"(27.18776, -112.24527)",BS0014,51.56 km,"(27.18776, -112.24527)",BS0301,"(27.31967, -112.23878)",14.70 km,"https://www.google.com/maps/dir/27.18776,-112.24527/27.31967,-112.23878",BS5751,"(27.33111, -112.26961)",16.19 km,"https://www.google.com/maps/dir/27.18776,-112.24527/27.33111,-112.26961",BS1656,"(27.37922, -112.29972)",22.16 km,"https://www.google.com/maps/dir/27.18776,-112.24527/27.37922,-112.29972"
San Baltazar,"(26.89258, -111.98447)",BS4549,31.31 km,"(26.89258, -111.98447)",BS7180,"(26.90019, -111.97272)",1.56 km,"https://www.google.com/maps/dir/26.89258,-111.98447/26.90019,-111.97272",BS0303,"(26.84844, -111.90300)",10.31 km,"https://www.google.com/maps/dir/26.89258,-111.98447/26.84844,-111.90300",BS0014,"(27.18776, -112.24527)",43.85 km,"https://www.google.com/maps/dir/26.89258,-111.98447/27.18776,-112.24527"
El Tule,"(26.89258, -111.98447)",BS4549,44.48 km,"(26.89258, -111.98447)",BS7180,"(26.90019, -111.97272)",1.56 km,"https://www.google.com/maps/dir/26.89258,-111.98447/26.90019,-111.97272",BS0303,"(26.84844, -111.90300)",10.31 km,"https://www.google.com/maps/dir/26.89258,-111.98447/26.84844,-111.90300",BS0014,"(27.18776, -112.24527)",43.85 km,"https://www.google.com/maps/dir/26.89258,-111.98447/27.18776,-112.24527"
