Comunidad,Punto actual más cercano,ID radio actual,Distancia actual (km),Coordenadas Comunidad,ID Alternativa 1,Coordenadas Alternativa 1,Distancia Alternativa 1 (km),Ruta Alternativa 1 (Google Maps),ID Alternativa 2,Coordenadas Alternativa 2,Distancia Alternativa 2 (km),Ruta Alternativa 2 (Google Maps),ID Alternativa 3,Coordenadas Alternativa 3,Distancia Alternativa 3 (km),Ruta Alternativa 3 (Google Maps)
Las Aguilillas,"(31.51361, -116.27194)",BN7157,37.34 km,"(31.51361, -116.27194)",BN7001,"(31.58108, -116.42171)",18.29 km,"https://www.google.com/maps/dir/31.51361,-116.27194/31.58108,-116.42171",BN0437,"(31.32524, -116.24530)",21.18 km,"https://www.google.com/maps/dir/31.51361,-116.27194/31.32524,-116.24530",BN4152,"(31.27322, -116.18453)",28.47 km,"https://www.google.com/maps/dir/31.51361,-116.27194/31.27322,-116.18453"
Padilla,"(31.27322, -116.18453)",BN4152,52.32 km,"(31.27322, -116.18453)",BN0437,"(31.32524, -116.24530)",8.90 km,"https://www.google.com/maps/dir/31.27322,-116.18453/31.32524,-116.24530",BN6453,"(31.27800, -116.37011)",20.67 km,"https://www.google.com/maps/dir/31.27322,-116.18453/31.27800,-116.37011",BN4154,"(31.05606, -116.20886)",24.33 km,"https://www.google.com/maps/dir/31.27322,-116.18453/31.05606,-116.20886"
Parque Nacional ConstituciÃ³n de 1857,"(32.50811, -116.08828)",BN0472,52.94 km,"(32.50811, -116.08828)",BN4078,"(32.52188, -116.06189)",3.31 km,"https://www.google.com/maps/dir/32.50811,-116.08828/32.52188,-116.06189",BN2143,"(32.56794, -116.07161)",6.91 km,"https://www.google.com/maps/dir/32.50811,-116.08828/32.56794,-116.07161",BN9023,"(32.55386, -116.02889)",8.35 km,"https://www.google.com/maps/dir/32.50811,-116.08828/32.55386,-116.02889"
Los 3 Reyes,"(31.51361, -116.27194)",BN7157,51.47 km,"(31.51361, -116.27194)",BN7001,"(31.58108, -116.42171)",18.29 km,"https://www.google.com/maps/dir/31.51361,-116.27194/31.58108,-116.42171",BN0437,"(31.32524, -116.24530)",21.18 km,"https://www.google.com/maps/dir/31.51361,-116.27194/31.32524,-116.24530",BN6495,"(31.62261, -116.45464)",23.68 km,"https://www.google.com/maps/dir/31.51361,-116.27194/31.62261,-116.45464"
La Vinata 2,"(31.51361, -116.27194)",BN7157,66.48 km,"(31.51361, -116.27194)",BN7001,"(31.58108, -116.42171)",18.29 km,"https://www.google.com/maps/dir/31.51361,-116.27194/31.58108,-116.42171",BN0437,"(31.32524, -116.24530)",21.18 km,"https://www.google.com/maps/dir/31.51361,-116.27194/31.32524,-116.24530",BN6495,"(31.62261, -116.45464)",23.68 km,"https://www.google.com/maps/dir/31.51361,-116.27194/31.62261,-116.45464"
Las Cuatas,"(31.27322, -116.18453)",BN4152,51.57 km,"(31.27322, -116.18453)",BN0437,"(31.32524, -116.24530)",8.90 km,"https://www.google.com/maps/dir/31.27322,-116.18453/31.32524,-116.24530",BN6453,"(31.27800, -116.37011)",20.67 km,"https://www.google.com/maps/dir/31.27322,-116.18453/31.27800,-116.37011",BN4154,"(31.05606, -116.20886)",24.33 km,"https://www.google.com/maps/dir/31.27322,-116.18453/31.05606,-116.20886"
El Coyote,"(31.51361, -116.27194)",BN7157,32.05 km,"(31.51361, -116.27194)",BN7001,"(31.58108, -116.42171)",18.29 km,"https://www.google.com/maps/dir/31.51361,-116.27194/31.58108,-116.42171",BN0437,"(31.32524, -116.24530)",21.18 km,"https://www.google.com/maps/dir/31.51361,-116.27194/31.32524,-116.24530",BN6495,"(31.62261, -116.45464)",23.68 km,"https://www.google.com/maps/dir/31.51361,-116.27194/31.62261,-116.45464"
Quintas Santa Lydias,"(31.88160, -116.54694)",BN8329,31.35 km,"(31.8816, -116.54694)",BN4950,"(31.87597, -116.56407)",2.01 km,"https://www.google.com/maps/dir/31.8816,-116.54694/31.87597,-116.56407",BN1982,"(31.90011, -116.55286)",2.16 km,"https://www.google.com/maps/dir/31.8816,-116.54694/31.90011,-116.55286",BN0004,"(31.86205, -116.54579)",2.18 km,"https://www.google.com/maps/dir/31.8816,-116.54694/31.86205,-116.54579"
Mina Vieja [Rancho],"(31.88160, -116.54694)",BN8329,31.48 km,"(31.8816, -116.54694)",BN4950,"(31.87597, -116.56407)",2.01 km,"https://www.google.com/maps/dir/31.8816,-116.54694/31.87597,-116.56407",BN1982,"(31.90011, -116.55286)",2.16 km,"https://www.google.com/maps/dir/31.8816,-116.54694/31.90011,-116.55286",BN0004,"(31.86205, -116.54579)",2.18 km,"https://www.google.com/maps/dir/31.8816,-116.54694/31.86205,-116.54579"
Familia BaÃ±uelos,"(31.27322, -116.18453)",BN4152,53.49 km,"(31.27322, -116.18453)",BN0437,"(31.32524, -116.24530)",8.90 km,"https://www.google.com/maps/dir/31.27322,-116.18453/31.32524,-116.24530",BN6453,"(31.27800, -116.37011)",20.67 km,"https://www.google.com/maps/dir/31.27322,-116.18453/31.27800,-116.37011",BN4154,"(31.05606, -116.20886)",24.33 km,"https://www.google.com/maps/dir/31.27322,-116.18453/31.05606,-116.20886"
Reyes [Rancho],"(31.27322, -116.18453)",BN4152,53.50 km,"(31.27322, -116.18453)",BN0437,"(31.32524, -116.24530)",8.90 km,"https://www.google.com/maps/dir/31.27322,-116.18453/31.32524,-116.24530",BN6453,"(31.27800, -116.37011)",20.67 km,"https://www.google.com/maps/dir/31.27322,-116.18453/31.27800,-116.37011",BN4154,"(31.05606, -116.20886)",24.33 km,"https://www.google.com/maps/dir/31.27322,-116.18453/31.05606,-116.20886"
Covarrubias [Rancho],"(31.27322, -116.18453)",BN4152,50.60 km,"(31.27322, -116.18453)",BN0437,"(31.32524, -116.24530)",8.90 km,"https://www.google.com/maps/dir/31.27322,-116.18453/31.32524,-116.24530",BN6453,"(31.27800, -116.37011)",20.67 km,"https://www.google.com/maps/dir/31.27322,-116.18453/31.27800,-116.37011",BN4154,"(31.05606, -116.20886)",24.33 km,"https://www.google.com/maps/dir/31.27322,-116.18453/31.05606,-116.20886"
Los Cuates,"(31.13035, -116.11377)",BN4960,55.59 km,"(31.13035, -116.11377)",BN4154,"(31.05606, -116.20886)",13.43 km,"https://www.google.com/maps/dir/31.13035,-116.11377/31.05606,-116.20886",BN0436,"(30.97294, -116.13394)",17.67 km,"https://www.google.com/maps/dir/31.13035,-116.11377/30.97294,-116.13394",BN4152,"(31.27322, -116.18453)",17.75 km,"https://www.google.com/maps/dir/31.13035,-116.11377/31.27322,-116.18453"
Puesta del Sol [Rancho],"(31.51361, -116.27194)",BN7157,54.18 km,"(31.51361, -116.27194)",BN7001,"(31.58108, -116.42171)",18.29 km,"https://www.google.com/maps/dir/31.51361,-116.27194/31.58108,-116.42171",BN0437,"(31.32524, -116.24530)",21.18 km,"https://www.google.com/maps/dir/31.51361,-116.27194/31.32524,-116.24530",BN6495,"(31.62261, -116.45464)",23.68 km,"https://www.google.com/maps/dir/31.51361,-116.27194/31.62261,-116.45464"
Ejido Guardianes de la Patria,"(32.15608, -115.27227)",BN0333,39.27 km,"(32.15608, -115.27227)",BN0455,"(32.24827, -115.25492)",10.44 km,"https://www.google.com/maps/dir/32.15608,-115.27227/32.24827,-115.25492",BN5763,"(32.23031, -115.16807)",14.24 km,"https://www.google.com/maps/dir/32.15608,-115.27227/32.23031,-115.16807",BN0134,"(32.28677, -115.22950)",15.31 km,"https://www.google.com/maps/dir/32.15608,-115.27227/32.28677,-115.22950"
Ejido Guardianes de la Patria,"(32.15608, -115.27227)",BN0333,36.02 km,"(32.15608, -115.27227)",BN0455,"(32.24827, -115.25492)",10.44 km,"https://www.google.com/maps/dir/32.15608,-115.27227/32.24827,-115.25492",BN5763,"(32.23031, -115.16807)",14.24 km,"https://www.google.com/maps/dir/32.15608,-115.27227/32.23031,-115.16807",BN0134,"(32.28677, -115.22950)",15.31 km,"https://www.google.com/maps/dir/32.15608,-115.27227/32.28677,-115.22950"
Los Valdivia,"(32.53805, -115.58235)",BN4070,34.35 km,"(32.53805, -115.58235)",BN1606,"(32.57692, -115.58819)",4.38 km,"https://www.google.com/maps/dir/32.53805,-115.58235/32.57692,-115.58819",BN3957,"(32.59722, -115.57188)",6.69 km,"https://www.google.com/maps/dir/32.53805,-115.58235/32.59722,-115.57188",BN5746,"(32.59186, -115.55486)",6.73 km,"https://www.google.com/maps/dir/32.53805,-115.58235/32.59186,-115.55486"
Alamar [Rancho],"(32.15608, -115.27227)",BN0333,51.20 km,"(32.15608, -115.27227)",BN0455,"(32.24827, -115.25492)",10.44 km,"https://www.google.com/maps/dir/32.15608,-115.27227/32.24827,-115.25492",BN5763,"(32.23031, -115.16807)",14.24 km,"https://www.google.com/maps/dir/32.15608,-115.27227/32.23031,-115.16807",BN0134,"(32.28677, -115.22950)",15.31 km,"https://www.google.com/maps/dir/32.15608,-115.27227/32.28677,-115.22950"
Campo JuÃ¡rez (La Gringa),"(28.00222, -114.01083)",BS4207,126.42 km,"(28.00222, -114.01083)",BS3864,"(27.96336, -114.05208)",6.31 km,"https://www.google.com/maps/dir/28.00222,-114.01083/27.96336,-114.05208",BS0050,"(27.87727, -113.79778)",27.49 km,"https://www.google.com/maps/dir/28.00222,-114.01083/27.87727,-113.79778",BS1170,"(27.64259, -113.44306)",74.82 km,"https://www.google.com/maps/dir/28.00222,-114.01083/27.64259,-113.44306"
Campo de Amigos,"(28.00222, -114.01083)",BS4207,122.25 km,"(28.00222, -114.01083)",BS3864,"(27.96336, -114.05208)",6.31 km,"https://www.google.com/maps/dir/28.00222,-114.01083/27.96336,-114.05208",BS0050,"(27.87727, -113.79778)",27.49 km,"https://www.google.com/maps/dir/28.00222,-114.01083/27.87727,-113.79778",BS1170,"(27.64259, -113.44306)",74.82 km,"https://www.google.com/maps/dir/28.00222,-114.01083/27.64259,-113.44306"
Cuatro A [Rancho],"(28.00222, -114.01083)",BS4207,94.58 km,"(28.00222, -114.01083)",BS3864,"(27.96336, -114.05208)",6.31 km,"https://www.google.com/maps/dir/28.00222,-114.01083/27.96336,-114.05208",BS1170,"(27.64259, -113.44306)",74.82 km,"https://www.google.com/maps/dir/28.00222,-114.01083/27.64259,-113.44306",BS0062,"(27.64135, -113.40076)",78.90 km,"https://www.google.com/maps/dir/28.00222,-114.01083/27.64135,-113.40076"
El CaÃ±oncito,"(28.00222, -114.01083)",BS4207,65.40 km,"(28.00222, -114.01083)",BS3864,"(27.96336, -114.05208)",6.31 km,"https://www.google.com/maps/dir/28.00222,-114.01083/27.96336,-114.05208",BS5871,"(27.48808, -113.30311)",97.38 km,"https://www.google.com/maps/dir/28.00222,-114.01083/27.48808,-113.30311",BS3456,"(27.37276, -113.21481)",112.97 km,"https://www.google.com/maps/dir/28.00222,-114.01083/27.37276,-113.21481"
El Mezquital,"(28.00222, -114.01083)",BS4207,36.99 km,"(28.00222, -114.01083)",BS3864,"(27.96336, -114.05208)",6.31 km,"https://www.google.com/maps/dir/28.00222,-114.01083/27.96336,-114.05208",BS0050,"(27.87727, -113.79778)",27.49 km,"https://www.google.com/maps/dir/28.00222,-114.01083/27.87727,-113.79778",—,—,—,—
El Sagitario,"(28.00222, -114.01083)",BS4207,54.53 km,"(28.00222, -114.01083)",BS3864,"(27.96336, -114.05208)",6.31 km,"https://www.google.com/maps/dir/28.00222,-114.01083/27.96336,-114.05208",—,—,—,—,—,—,—,—
Estancia Macuyu (Campo MuÃ±oz),"(28.00222, -114.01083)",BS4207,112.94 km,"(28.00222, -114.01083)",BS3864,"(27.96336, -114.05208)",6.31 km,"https://www.google.com/maps/dir/28.00222,-114.01083/27.96336,-114.05208",BS0050,"(27.87727, -113.79778)",27.49 km,"https://www.google.com/maps/dir/28.00222,-114.01083/27.87727,-113.79778",BS1170,"(27.64259, -113.44306)",74.82 km,"https://www.google.com/maps/dir/28.00222,-114.01083/27.64259,-113.44306"
La CiÃ©nega,"(28.00222, -114.01083)",BS4207,69.04 km,"(28.00222, -114.01083)",BS3864,"(27.96336, -114.05208)",6.31 km,"https://www.google.com/maps/dir/28.00222,-114.01083/27.96336,-114.05208",BS0050,"(27.87727, -113.79778)",27.49 km,"https://www.google.com/maps/dir/28.00222,-114.01083/27.87727,-113.79778",—,—,—,—
La Huerta,"(28.00222, -114.01083)",BS4207,59.29 km,"(28.00222, -114.01083)",BS3864,"(27.96336, -114.05208)",6.31 km,"https://www.google.com/maps/dir/28.00222,-114.01083/27.96336,-114.05208",BS1170,"(27.64259, -113.44306)",74.82 km,"https://www.google.com/maps/dir/28.00222,-114.01083/27.64259,-113.44306",BS0062,"(27.64135, -113.40076)",78.90 km,"https://www.google.com/maps/dir/28.00222,-114.01083/27.64135,-113.40076"
La Rinconada,"(28.00222, -114.01083)",BS4207,93.28 km,"(28.00222, -114.01083)",BS3864,"(27.96336, -114.05208)",6.31 km,"https://www.google.com/maps/dir/28.00222,-114.01083/27.96336,-114.05208",BS0050,"(27.87727, -113.79778)",27.49 km,"https://www.google.com/maps/dir/28.00222,-114.01083/27.87727,-113.79778",—,—,—,—
La UniÃ³n,"(28.00222, -114.01083)",BS4207,80.69 km,"(28.00222, -114.01083)",BS3864,"(27.96336, -114.05208)",6.31 km,"https://www.google.com/maps/dir/28.00222,-114.01083/27.96336,-114.05208",BS3456,"(27.37276, -113.21481)",112.97 km,"https://www.google.com/maps/dir/28.00222,-114.01083/27.37276,-113.21481",BS2901,"(27.29239, -112.91149)",145.67 km,"https://www.google.com/maps/dir/28.00222,-114.01083/27.29239,-112.91149"
La Ventana [Campo],"(28.00222, -114.01083)",BS4207,121.38 km,"(28.00222, -114.01083)",BS3864,"(27.96336, -114.05208)",6.31 km,"https://www.google.com/maps/dir/28.00222,-114.01083/27.96336,-114.05208",BS0050,"(27.87727, -113.79778)",27.49 km,"https://www.google.com/maps/dir/28.00222,-114.01083/27.87727,-113.79778",BS1170,"(27.64259, -113.44306)",74.82 km,"https://www.google.com/maps/dir/28.00222,-114.01083/27.64259,-113.44306"
Las Sirenas,"(28.00222, -114.01083)",BS4207,120.49 km,"(28.00222, -114.01083)",BS3864,"(27.96336, -114.05208)",6.31 km,"https://www.google.com/maps/dir/28.00222,-114.01083/27.96336,-114.05208",BS0050,"(27.87727, -113.79778)",27.49 km,"https://www.google.com/maps/dir/28.00222,-114.01083/27.87727,-113.79778",BS1170,"(27.64259, -113.44306)",74.82 km,"https://www.google.com/maps/dir/28.00222,-114.01083/27.64259,-113.44306"
Las Tinajas,"(30.44739, -115.88528)",BN5762,70.51 km,"(30.44739, -115.88528)",BN4413,"(30.40335, -115.88834)",4.91 km,"https://www.google.com/maps/dir/30.44739,-115.88528/30.40335,-115.88834",BN4959,"(30.47212, -115.92231)",4.96 km,"https://www.google.com/maps/dir/30.44739,-115.88528/30.47212,-115.92231",BN0127,"(30.51064, -115.92064)",8.07 km,"https://www.google.com/maps/dir/30.44739,-115.88528/30.51064,-115.92064"
Los Pinos,"(28.00222, -114.01083)",BS4207,118.60 km,"(28.00222, -114.01083)",BS3864,"(27.96336, -114.05208)",6.31 km,"https://www.google.com/maps/dir/28.00222,-114.01083/27.96336,-114.05208",BS0050,"(27.87727, -113.79778)",27.49 km,"https://www.google.com/maps/dir/28.00222,-114.01083/27.87727,-113.79778",BS1170,"(27.64259, -113.44306)",74.82 km,"https://www.google.com/maps/dir/28.00222,-114.01083/27.64259,-113.44306"
Maravilla,"(28.00222, -114.01083)",BS4207,59.39 km,"(28.00222, -114.01083)",BS3864,"(27.96336, -114.05208)",6.31 km,"https://www.google.com/maps/dir/28.00222,-114.01083/27.96336,-114.05208",BS0050,"(27.87727, -113.79778)",27.49 km,"https://www.google.com/maps/dir/28.00222,-114.01083/27.87727,-113.79778",—,—,—,—
Miraflores,"(28.00222, -114.01083)",BS4207,86.95 km,"(28.00222, -114.01083)",BS3864,"(27.96336, -114.05208)",6.31 km,"https://www.google.com/maps/dir/28.00222,-114.01083/27.96336,-114.05208",BS2901,"(27.29239, -112.91149)",145.67 km,"https://www.google.com/maps/dir/28.00222,-114.01083/27.29239,-112.91149",BS1656,"(27.37922, -112.29972)",202.71 km,"https://www.google.com/maps/dir/28.00222,-114.01083/27.37922,-112.29972"
Nuevo Amanecer,"(30.07775, -115.72728)",BN5758,75.72 km,"(30.07775, -115.72728)",BN0146,"(30.15282, -115.79011)",10.90 km,"https://www.google.com/maps/dir/30.07775,-115.72728/30.15282,-115.79011",BN4413,"(30.40335, -115.88834)",40.44 km,"https://www.google.com/maps/dir/30.07775,-115.72728/30.40335,-115.88834",BN5762,"(30.44739, -115.88528)",44.75 km,"https://www.google.com/maps/dir/30.07775,-115.72728/30.44739,-115.88528"
Puerto San AndrÃ©s,"(28.00222, -114.01083)",BS4207,84.22 km,"(28.00222, -114.01083)",BS3864,"(27.96336, -114.05208)",6.31 km,"https://www.google.com/maps/dir/28.00222,-114.01083/27.96336,-114.05208",BS0050,"(27.87727, -113.79778)",27.49 km,"https://www.google.com/maps/dir/28.00222,-114.01083/27.87727,-113.79778",—,—,—,—
Ranchito de Fidel (El Petate),"(28.00222, -114.01083)",BS4207,67.87 km,"(28.00222, -114.01083)",BS3864,"(27.96336, -114.05208)",6.31 km,"https://www.google.com/maps/dir/28.00222,-114.01083/27.96336,-114.05208",BS0050,"(27.87727, -113.79778)",27.49 km,"https://www.google.com/maps/dir/28.00222,-114.01083/27.87727,-113.79778",—,—,—,—
Alfonsinas,"(30.91503, -114.72235)",BN7136,129.12 km,"(30.91503, -114.72235)",BN5035,"(30.99206, -114.83380)",15.08 km,"https://www.google.com/maps/dir/30.91503,-114.72235/30.99206,-114.83380",BN0435,"(31.01921, -114.83709)",17.25 km,"https://www.google.com/maps/dir/30.91503,-114.72235/31.01921,-114.83709",BN0941,"(31.02192, -114.84980)",18.52 km,"https://www.google.com/maps/dir/30.91503,-114.72235/31.02192,-114.84980"
Campo Badilla,"(30.91503, -114.72235)",BN7136,33.16 km,"(30.91503, -114.72235)",BN5035,"(30.99206, -114.83380)",15.08 km,"https://www.google.com/maps/dir/30.91503,-114.72235/30.99206,-114.83380",BN0435,"(31.01921, -114.83709)",17.25 km,"https://www.google.com/maps/dir/30.91503,-114.72235/31.01921,-114.83709",BN0941,"(31.02192, -114.84980)",18.52 km,"https://www.google.com/maps/dir/30.91503,-114.72235/31.02192,-114.84980"
Campo JimÃ©nez,"(30.91503, -114.72235)",BN7136,32.08 km,"(30.91503, -114.72235)",BN5035,"(30.99206, -114.83380)",15.08 km,"https://www.google.com/maps/dir/30.91503,-114.72235/30.99206,-114.83380",BN0435,"(31.01921, -114.83709)",17.25 km,"https://www.google.com/maps/dir/30.91503,-114.72235/31.01921,-114.83709",BN0941,"(31.02192, -114.84980)",18.52 km,"https://www.google.com/maps/dir/30.91503,-114.72235/31.02192,-114.84980"
Chihuahua [Campo],"(30.91503, -114.72235)",BN7136,45.87 km,"(30.91503, -114.72235)",BN5035,"(30.99206, -114.83380)",15.08 km,"https://www.google.com/maps/dir/30.91503,-114.72235/30.99206,-114.83380",BN0435,"(31.01921, -114.83709)",17.25 km,"https://www.google.com/maps/dir/30.91503,-114.72235/31.01921,-114.83709",BN0941,"(31.02192, -114.84980)",18.52 km,"https://www.google.com/maps/dir/30.91503,-114.72235/31.02192,-114.84980"
Cielito Lindo [Campo],"(30.91503, -114.72235)",BN7136,30.18 km,"(30.91503, -114.72235)",BN5035,"(30.99206, -114.83380)",15.08 km,"https://www.google.com/maps/dir/30.91503,-114.72235/30.99206,-114.83380",BN0435,"(31.01921, -114.83709)",17.25 km,"https://www.google.com/maps/dir/30.91503,-114.72235/31.01921,-114.83709",BN0941,"(31.02192, -114.84980)",18.52 km,"https://www.google.com/maps/dir/30.91503,-114.72235/31.02192,-114.84980"
Cinco Islas [Campo],"(30.91503, -114.72235)",BN7136,98.70 km,"(30.91503, -114.72235)",BN5035,"(30.99206, -114.83380)",15.08 km,"https://www.google.com/maps/dir/30.91503,-114.72235/30.99206,-114.83380",BN0435,"(31.01921, -114.83709)",17.25 km,"https://www.google.com/maps/dir/30.91503,-114.72235/31.01921,-114.83709",BN0941,"(31.02192, -114.84980)",18.52 km,"https://www.google.com/maps/dir/30.91503,-114.72235/31.02192,-114.84980"
La Costilla [Campo],"(30.91503, -114.72235)",BN7136,71.67 km,"(30.91503, -114.72235)",BN5035,"(30.99206, -114.83380)",15.08 km,"https://www.google.com/maps/dir/30.91503,-114.72235/30.99206,-114.83380",BN0435,"(31.01921, -114.83709)",17.25 km,"https://www.google.com/maps/dir/30.91503,-114.72235/31.01921,-114.83709",BN0941,"(31.02192, -114.84980)",18.52 km,"https://www.google.com/maps/dir/30.91503,-114.72235/31.02192,-114.84980"
Los Amigos [Campo],"(30.91503, -114.72235)",BN7136,64.52 km,"(30.91503, -114.72235)",BN5035,"(30.99206, -114.83380)",15.08 km,"https://www.google.com/maps/dir/30.91503,-114.72235/30.99206,-114.83380",BN0435,"(31.01921, -114.83709)",17.25 km,"https://www.google.com/maps/dir/30.91503,-114.72235/31.01921,-114.83709",BN0941,"(31.02192, -114.84980)",18.52 km,"https://www.google.com/maps/dir/30.91503,-114.72235/31.02192,-114.84980"
Los Delfines [Campo],"(30.91503, -114.72235)",BN7136,113.23 km,"(30.91503, -114.72235)",BN5035,"(30.99206, -114.83380)",15.08 km,"https://www.google.com/maps/dir/30.91503,-114.72235/30.99206,-114.83380",BN0435,"(31.01921, -114.83709)",17.25 km,"https://www.google.com/maps/dir/30.91503,-114.72235/31.01921,-114.83709",BN0941,"(31.02192, -114.84980)",18.52 km,"https://www.google.com/maps/dir/30.91503,-114.72235/31.02192,-114.84980"
Los Olivos [Campo],"(30.91503, -114.72235)",BN7136,46.16 km,"(30.91503, -114.72235)",BN5035,"(30.99206, -114.83380)",15.08 km,"https://www.google.com/maps/dir/30.91503,-114.72235/30.99206,-114.83380",BN0435,"(31.01921, -114.83709)",17.25 km,"https://www.google.com/maps/dir/30.91503,-114.72235/31.01921,-114.83709",BN0941,"(31.02192, -114.84980)",18.52 km,"https://www.google.com/maps/dir/30.91503,-114.72235/31.02192,-114.84980"
Playa Adriana [Campo],"(30.91503, -114.72235)",BN7136,34.11 km,"(30.91503, -114.72235)",BN5035,"(30.99206, -114.83380)",15.08 km,"https://www.google.com/maps/dir/30.91503,-114.72235/30.99206,-114.83380",BN0435,"(31.01921, -114.83709)",17.25 km,"https://www.google.com/maps/dir/30.91503,-114.72235/31.01921,-114.83709",BN0941,"(31.02192, -114.84980)",18.52 km,"https://www.google.com/maps/dir/30.91503,-114.72235/31.02192,-114.84980"
Punta Bufeo [Campo TurÃ­stico],"(30.91503, -114.72235)",BN7136,116.42 km,"(30.91503, -114.72235)",BN5035,"(30.99206, -114.83380)",15.08 km,"https://www.google.com/maps/dir/30.91503,-114.72235/30.99206,-114.83380",BN0435,"(31.01921, -114.83709)",17.25 km,"https://www.google.com/maps/dir/30.91503,-114.72235/31.01921,-114.83709",BN0941,"(31.02192, -114.84980)",18.52 km,"https://www.google.com/maps/dir/30.91503,-114.72235/31.02192,-114.84980"
CalejÃº,"(26.84844, -111.90300)",BS0303,58.92 km,"(26.84844, -111.903)",BS7180,"(26.90019, -111.97272)",9.67 km,"https://www.google.com/maps/dir/26.84844,-111.903/26.90019,-111.97272",BS4549,"(26.89258, -111.98447)",10.31 km,"https://www.google.com/maps/dir/26.84844,-111.903/26.89258,-111.98447",BS0148,"(26.01975, -111.36000)",110.29 km,"https://www.google.com/maps/dir/26.84844,-111.903/26.01975,-111.36000"
El Duguajal,"(26.84844, -111.90300)",BS0303,54.58 km,"(26.84844, -111.903)",BS7180,"(26.90019, -111.97272)",9.67 km,"https://www.google.com/maps/dir/26.84844,-111.903/26.90019,-111.97272",BS4549,"(26.89258, -111.98447)",10.31 km,"https://www.google.com/maps/dir/26.84844,-111.903/26.89258,-111.98447",BS0148,"(26.01975, -111.36000)",110.29 km,"https://www.google.com/maps/dir/26.84844,-111.903/26.01975,-111.36000"
Los Achemes,"(24.69075, -111.51533)",BS6504,44.34 km,"(24.69075, -111.51533)",BS8355,"(24.92944, -111.62833)",29.40 km,"https://www.google.com/maps/dir/24.69075,-111.51533/24.92944,-111.62833",BS8353,"(24.48875, -111.29436)",33.33 km,"https://www.google.com/maps/dir/24.69075,-111.51533/24.48875,-111.29436",BS0078,"(25.02516, -111.63202)",39.43 km,"https://www.google.com/maps/dir/24.69075,-111.51533/25.02516,-111.63202"
Las Bebelamas,"(24.69075, -111.51533)",BS6504,47.57 km,"(24.69075, -111.51533)",BS8355,"(24.92944, -111.62833)",29.40 km,"https://www.google.com/maps/dir/24.69075,-111.51533/24.92944,-111.62833",BS8353,"(24.48875, -111.29436)",33.33 km,"https://www.google.com/maps/dir/24.69075,-111.51533/24.48875,-111.29436",BS0078,"(25.02516, -111.63202)",39.43 km,"https://www.google.com/maps/dir/24.69075,-111.51533/25.02516,-111.63202"
El Codey,"(24.92944, -111.62833)",BS8355,42.15 km,"(24.92944, -111.62833)",BS2459,"(25.02275, -111.64708)",10.59 km,"https://www.google.com/maps/dir/24.92944,-111.62833/25.02275,-111.64708",BS0078,"(25.02516, -111.63202)",10.66 km,"https://www.google.com/maps/dir/24.92944,-111.62833/25.02516,-111.63202",BS0225,"(25.03069, -111.63443)",11.29 km,"https://www.google.com/maps/dir/24.92944,-111.62833/25.03069,-111.63443"
El Crucerito,"(26.01975, -111.36000)",BS0148,58.01 km,"(26.01975, -111.36)",BS1350,"(26.02022, -111.35112)",0.99 km,"https://www.google.com/maps/dir/26.01975,-111.36/26.02022,-111.35112",BS5744,"(26.01192, -111.34119)",2.27 km,"https://www.google.com/maps/dir/26.01975,-111.36/26.01192,-111.34119",BS2385,"(25.99936, -111.36886)",2.47 km,"https://www.google.com/maps/dir/26.01975,-111.36/25.99936,-111.36886"
Las Jarillas,"(25.49053, -111.91989)",BS7167,70.82 km,"(25.49053, -111.91989)",BS7000,"(25.39718, -111.84670)",13.20 km,"https://www.google.com/maps/dir/25.49053,-111.91989/25.39718,-111.84670",BS2386,"(25.26395, -111.77464)",29.96 km,"https://www.google.com/maps/dir/25.49053,-111.91989/25.26395,-111.77464",BS3913,"(25.25699, -111.77651)",30.51 km,"https://www.google.com/maps/dir/25.49053,-111.91989/25.25699,-111.77651"
El PabellÃ³n,"(25.99936, -111.36886)",BS2385,58.59 km,"(25.99936, -111.36886)",BS0148,"(26.01975, -111.36000)",2.47 km,"https://www.google.com/maps/dir/25.99936,-111.36886/26.01975,-111.36000",BS1350,"(26.02022, -111.35112)",3.05 km,"https://www.google.com/maps/dir/25.99936,-111.36886/26.02022,-111.35112",BS5744,"(26.01192, -111.34119)",3.38 km,"https://www.google.com/maps/dir/25.99936,-111.36886/26.01192,-111.34119"
El Pato,"(25.20219, -111.55860)",BS0421,42.51 km,"(25.20219, -111.5586)",BS8358,"(25.33639, -111.63917)",17.42 km,"https://www.google.com/maps/dir/25.20219,-111.5586/25.33639,-111.63917",BS5764,"(25.12667, -111.71667)",19.50 km,"https://www.google.com/maps/dir/25.20219,-111.5586/25.12667,-111.71667",BS2198,"(25.03503, -111.63889)",20.64 km,"https://www.google.com/maps/dir/25.20219,-111.5586/25.03503,-111.63889"
El Agua Puerca,"(26.84844, -111.90300)",BS0303,56.40 km,"(26.84844, -111.903)",BS7180,"(26.90019, -111.97272)",9.67 km,"https://www.google.com/maps/dir/26.84844,-111.903/26.90019,-111.97272",BS4549,"(26.89258, -111.98447)",10.31 km,"https://www.google.com/maps/dir/26.84844,-111.903/26.89258,-111.98447",—,—,—,—
