Comunidad,Coordenadas Comunidad,ID radio actual,Punto actual más cercano,Distancia actual (km),ID Alternativa 1,Coordenadas Alternativa 1,Distancia Alternativa 1 (km),Ruta Alternativa 1 (Google Maps),ID Alternativa 2,Coordenadas Alternativa 2,Distancia Alternativa 2 (km),Ruta Alternativa 2 (Google Maps),ID Alternativa 3,Coordenadas Alternativa 3,Distancia Alternativa 3 (km),Ruta Alternativa 3 (Google Maps)
Resuchi,"(26.85197, -107.44848)",CH2269,"(27.02892, -107.73714)",37.69 km,CH2074,"(26.81886, -107.08142)",41.03 km,"https://www.google.com/maps/dir/26.851972,-107.448477/26.818858,-107.081417",CH0714,"(26.81174, -107.07233)",42.11 km,"https://www.google.com/maps/dir/26.851972,-107.448477/26.81173889,-107.0723278",CH0718,"(26.83303, -107.07060)",42.12 km,"https://www.google.com/maps/dir/26.851972,-107.448477/26.83302778,-107.0706"
Gochina,"(27.53958, -107.19695)",CH2087,"(27.78242, -107.49814)",43.07 km,CH0739,"(27.30113, -107.54361)",46.84 km,"https://www.google.com/maps/dir/27.539576,-107.196951/27.301131,-107.543608",CH6453,"(27.93678, -107.04294)",47.42 km,"https://www.google.com/maps/dir/27.539576,-107.196951/27.936777,-107.042944",CH4324,"(27.46821, -106.73537)",51.99 km,"https://www.google.com/maps/dir/27.539576,-107.196951/27.468212,-106.735372"
El Nopal,"(26.47036, -106.95169)",CH0372,"(26.42989, -107.26740)",35.43 km,CH0714,"(26.81174, -107.07233)",40.30 km,"https://www.google.com/maps/dir/26.470364,-106.951689/26.81173889,-107.0723278",CH5617,"(26.81694, -107.05728)",40.33 km,"https://www.google.com/maps/dir/26.470364,-106.951689/26.816942,-107.057278",CH2074,"(26.81886, -107.08142)",41.40 km,"https://www.google.com/maps/dir/26.470364,-106.951689/26.818858,-107.081417"
El Arroyo,"(26.40912, -106.88178)",CH2750,"(26.09427, -106.96368)",36.22 km,CH0717,"(26.08042, -106.95358)",37.45 km,"https://www.google.com/maps/dir/26.409117,-106.881779/26.08042223,-106.9535833",CH0372,"(26.42989, -107.26740)",42.99 km,"https://www.google.com/maps/dir/26.409117,-106.881779/26.429889,-107.2674",CH5617,"(26.81694, -107.05728)",49.42 km,"https://www.google.com/maps/dir/26.409117,-106.881779/26.816942,-107.057278"
Calera,"(26.38421, -106.72602)",CH2750,"(26.09427, -106.96368)",41.73 km,CH0717,"(26.08042, -106.95358)",42.25 km,"https://www.google.com/maps/dir/26.384205,-106.726018/26.08042223,-106.9535833",CH3301,"(26.04211, -106.50761)",45.18 km,"https://www.google.com/maps/dir/26.384205,-106.726018/26.042111,-106.507611",CH0372,"(26.42989, -107.26740)",60.48 km,"https://www.google.com/maps/dir/26.384205,-106.726018/26.429889,-107.2674"
El Sabino,"(26.36832, -106.70908)",CH2750,"(26.09427, -106.96368)",41.64 km,CH0717,"(26.08042, -106.95358)",42.05 km,"https://www.google.com/maps/dir/26.368325,-106.709084/26.08042223,-106.9535833",CH3301,"(26.04211, -106.50761)",42.68 km,"https://www.google.com/maps/dir/26.368325,-106.709084/26.042111,-106.507611",—,—,—,—
Arroyo del Agua,"(25.74129, -106.66026)",CH3301,"(26.04211, -106.50761)",37.55 km,SI0507,"(25.46960, -106.92968)",42.59 km,"https://www.google.com/maps/dir/25.741291,-106.660263/25.4696,-106.9296806",SI1818,"(25.47913, -106.93961)",42.65 km,"https://www.google.com/maps/dir/25.741291,-106.660263/25.47913333,-106.9396111",CH0717,"(26.08042, -106.95358)",49.91 km,"https://www.google.com/maps/dir/25.741291,-106.660263/26.08042223,-106.9535833"
Carricitos,"(26.33238, -107.85930)",SI2522,"(26.37953, -108.35475)",55.40 km,SI2520,"(26.61647, -108.30358)",58.71 km,"https://www.google.com/maps/dir/26.332376,-107.859296/26.61647222,-108.3035833",SI6077,"(25.79969, -107.87472)",59.32 km,"https://www.google.com/maps/dir/26.332376,-107.859296/25.79969444,-107.8747222",SI2521,"(26.55525, -108.35581)",60.58 km,"https://www.google.com/maps/dir/26.332376,-107.859296/26.55525,-108.3558056"
Alizosa,"(26.26073, -107.64345)",CH0372,"(26.42989, -107.26740)",45.90 km,SI6077,"(25.79969, -107.87472)",57.42 km,"https://www.google.com/maps/dir/26.260726,-107.643447/25.79969444,-107.8747222",—,—,—,—,—,—,—,—
Guasimal,"(26.21316, -107.80499)",SI5998,"(25.87042, -107.54683)",47.77 km,SI0659,"(25.86436, -108.15831)",55.27 km,"https://www.google.com/maps/dir/26.213161,-107.804985/25.864356,-108.158306",SI2530,"(25.83296, -108.14041)",56.44 km,"https://www.google.com/maps/dir/26.213161,-107.804985/25.83296111,-108.1404111",SI2531,"(25.75317, -108.08250)",59.80 km,"https://www.google.com/maps/dir/26.213161,-107.804985/25.75316667,-108.0825"
Lechuguillas,"(26.49262, -106.99876)",CH0372,"(26.42989, -107.26740)",30.71 km,CH0714,"(26.81174, -107.07233)",36.46 km,"https://www.google.com/maps/dir/26.49262,-106.998761/26.81173889,-107.0723278",CH5617,"(26.81694, -107.05728)",36.69 km,"https://www.google.com/maps/dir/26.49262,-106.998761/26.816942,-107.057278",CH2074,"(26.81886, -107.08142)",37.46 km,"https://www.google.com/maps/dir/26.49262,-106.998761/26.818858,-107.081417"
El Limoncito,"(26.72096, -107.67238)",CH2269,"(27.02892, -107.73714)",35.03 km,—,—,—,—,—,—,—,—,—,—,—,—
El Realito,"(26.72541, -107.63715)",CH2269,"(27.02892, -107.73714)",35.57 km,CH0372,"(26.42989, -107.26740)",52.69 km,"https://www.google.com/maps/dir/26.725412,-107.637151/26.429889,-107.2674",—,—,—,—,—,—,—,—
El Realito,"(26.71688, -107.63283)",CH2269,"(27.02892, -107.73714)",36.63 km,CH0372,"(26.42989, -107.26740)",51.73 km,"https://www.google.com/maps/dir/26.716879,-107.63283/26.429889,-107.2674",—,—,—,—,—,—,—,—
Guitosachi,"(26.70014, -107.48503)",CH0372,"(26.42989, -107.26740)",38.63 km,CH2269,"(27.02892, -107.73714)",46.12 km,"https://www.google.com/maps/dir/26.700138,-107.485034/27.028916,-107.737139",CH2074,"(26.81886, -107.08142)",46.83 km,"https://www.google.com/maps/dir/26.700138,-107.485034/26.818858,-107.081417",CH0714,"(26.81174, -107.07233)",47.59 km,"https://www.google.com/maps/dir/26.700138,-107.485034/26.81173889,-107.0723278"
Los Cuadritos,"(28.62850, -108.42254)",CH1870,"(28.29184, -108.23804)",42.74 km,CH5404,"(28.19311, -108.37132)",48.80 km,"https://www.google.com/maps/dir/28.628498,-108.422541/28.193113,-108.371319",CH1916,"(28.20948, -108.20738)",52.43 km,"https://www.google.com/maps/dir/28.628498,-108.422541/28.209483,-108.207383",CH3310,"(28.20438, -108.21263)",52.68 km,"https://www.google.com/maps/dir/28.628498,-108.422541/28.204377,-108.212633"
Chicharito,"(27.10540, -108.05861)",CH2269,"(27.02892, -107.73714)",36.78 km,CH1693,"(27.49563, -107.89174)",47.25 km,"https://www.google.com/maps/dir/27.105396,-108.058607/27.49563,-107.891744",CH1455,"(27.39202, -108.42094)",51.43 km,"https://www.google.com/maps/dir/27.105396,-108.058607/27.392023,-108.420943",SI2200,"(26.71148, -108.32373)",52.86 km,"https://www.google.com/maps/dir/27.105396,-108.058607/26.711475,-108.3237278"
El Triguito,"(27.10790, -108.14387)",CH2269,"(27.02892, -107.73714)",46.12 km,SI2200,"(26.71148, -108.32373)",48.46 km,"https://www.google.com/maps/dir/27.107898,-108.143873/26.711475,-108.3237278",SI0684,"(26.70435, -108.33040)",49.49 km,"https://www.google.com/maps/dir/27.107898,-108.143873/26.704347,-108.330397",CH1693,"(27.49563, -107.89174)",51.49 km,"https://www.google.com/maps/dir/27.107898,-108.143873/27.49563,-107.891744"
Mesa Pinosa,"(27.82851, -108.51919)",CH0784,"(27.87114, -108.21967)",33.68 km,CH2652,"(28.16097, -108.57019)",37.44 km,"https://www.google.com/maps/dir/27.828509,-108.519194/28.160972,-108.570194",CH5404,"(28.19311, -108.37132)",43.80 km,"https://www.google.com/maps/dir/27.828509,-108.519194/28.193113,-108.371319",CH1455,"(27.39202, -108.42094)",49.81 km,"https://www.google.com/maps/dir/27.828509,-108.519194/27.392023,-108.420943"
Pascuas,"(25.03780, -106.61993)",DU0174,"(25.05276, -106.33673)",31.57 km,SI0733,"(24.94536, -106.94647)",37.78 km,"https://www.google.com/maps/dir/25.037804,-106.619932/24.94536111,-106.9464722",SI2620,"(24.96764, -106.97108)",39.86 km,"https://www.google.com/maps/dir/25.037804,-106.619932/24.96763889,-106.9710806",—,—,—,—
El Tanque,"(26.35326, -106.19766)",CH3301,"(26.04211, -106.50761)",48.89 km,DU0225,"(25.93063, -105.95694)",54.14 km,"https://www.google.com/maps/dir/26.353262,-106.197663/25.93063333,-105.9569361",DU7944,"(25.92462, -105.94612)",55.33 km,"https://www.google.com/maps/dir/26.353262,-106.197663/25.924625,-105.946119",CH6372,"(26.80163, -105.82446)",64.94 km,"https://www.google.com/maps/dir/26.353262,-106.197663/26.801628,-105.824456"
El Potrerito,"(25.89838, -106.22557)",DU0225,"(25.93063, -105.95694)",30.12 km,DU7944,"(25.92462, -105.94612)",31.25 km,"https://www.google.com/maps/dir/25.898384,-106.225574/25.924625,-105.946119",CH3301,"(26.04211, -106.50761)",35.24 km,"https://www.google.com/maps/dir/25.898384,-106.225574/26.042111,-106.507611",—,—,—,—
Los Perros,"(22.68436, -104.63159)",DU0496,"(23.07844, -104.54656)",44.88 km,—,—,—,—,—,—,—,—,—,—,—,—
Los Metates,"(22.90846, -104.82473)",DU0496,"(23.07844, -104.54656)",36.29 km,—,—,—,—,—,—,—,—,—,—,—,—
Los Pinos,"(22.98997, -104.82379)",DU0496,"(23.07844, -104.54656)",32.39 km,—,—,—,—,—,—,—,—,—,—,—,—
Puerto de Corralitos,"(22.78795, -104.36283)",DU0496,"(23.07844, -104.54656)",38.26 km,—,—,—,—,—,—,—,—,—,—,—,—
La Ventana,"(23.00935, -104.87113)",DU0496,"(23.07844, -104.54656)",36.94 km,—,—,—,—,—,—,—,—,—,—,—,—
La Escondida,"(22.81744, -104.84054)",DU0496,"(23.07844, -104.54656)",43.76 km,NA7565,"(22.63707, -105.31837)",56.86 km,"https://www.google.com/maps/dir/22.817441,-104.840536/22.63707,-105.31837",NA4245,"(22.49835, -105.32586)",64.66 km,"https://www.google.com/maps/dir/22.817441,-104.840536/22.498352,-105.325859",NA0226,"(22.51984, -105.34442)",65.15 km,"https://www.google.com/maps/dir/22.817441,-104.840536/22.519838,-105.344419"
La Joya,"(22.77779, -104.40923)",DU0496,"(23.07844, -104.54656)",36.79 km,—,—,—,—,—,—,—,—,—,—,—,—
El PeÃ±asco (KilÃ³metro Dos),"(22.64355, -104.38285)",DU0496,"(23.07844, -104.54656)",51.73 km,—,—,—,—,—,—,—,—,—,—,—,—
El Paraje,"(22.83626, -104.93251)",NA7565,"(22.63707, -105.31837)",48.34 km,DU0496,"(23.07844, -104.54656)",50.72 km,"https://www.google.com/maps/dir/22.836259,-104.932509/23.078444,-104.546556",NA4245,"(22.49835, -105.32586)",57.73 km,"https://www.google.com/maps/dir/22.836259,-104.932509/22.498352,-105.325859",NA0226,"(22.51984, -105.34442)",57.82 km,"https://www.google.com/maps/dir/22.836259,-104.932509/22.519838,-105.344419"
CiÃ©nega del Zancudo Uno,"(22.98606, -104.80990)",DU0496,"(23.07844, -104.54656)",31.07 km,—,—,—,—,—,—,—,—,—,—,—,—
Encino Gordo,"(22.89343, -104.30132)",DU0496,"(23.07844, -104.54656)",34.20 km,—,—,—,—,—,—,—,—,—,—,—,—
El Platanar,"(22.69847, -104.51138)",DU0496,"(23.07844, -104.54656)",42.48 km,—,—,—,—,—,—,—,—,—,—,—,—
Sarcillos,"(23.09973, -104.99719)",DU0496,"(23.07844, -104.54656)",50.22 km,NA7565,"(22.63707, -105.31837)",62.70 km,"https://www.google.com/maps/dir/23.099727,-104.997187/22.63707,-105.31837",NA0226,"(22.51984, -105.34442)",75.24 km,"https://www.google.com/maps/dir/23.099727,-104.997187/22.519838,-105.344419",—,—,—,—
Barbechos,"(23.33594, -105.15143)",DU0235,"(23.77339, -105.35650)",53.78 km,DU2983,"(23.78909, -105.34690)",54.94 km,"https://www.google.com/maps/dir/23.335936,-105.151426/23.789089,-105.346903",DU6999,"(23.77830, -105.37182)",55.02 km,"https://www.google.com/maps/dir/23.335936,-105.151426/23.778297,-105.371822",DU0347,"(23.79810, -105.38399)",57.59 km,"https://www.google.com/maps/dir/23.335936,-105.151426/23.798097,-105.383989"
Piedra Bola,"(23.36268, -105.12081)",DU0235,"(23.77339, -105.35650)",52.71 km,DU2983,"(23.78909, -105.34690)",53.73 km,"https://www.google.com/maps/dir/23.362676,-105.120807/23.789089,-105.346903",DU6999,"(23.77830, -105.37182)",54.05 km,"https://www.google.com/maps/dir/23.362676,-105.120807/23.778297,-105.371822",DU5631,"(23.85471, -105.24624)",56.53 km,"https://www.google.com/maps/dir/23.362676,-105.120807/23.854711,-105.246239"
La CiÃ©nega [De Lajas],"(22.97340, -105.09045)",NA7565,"(22.63707, -105.31837)",45.23 km,NA0226,"(22.51984, -105.34442)",57.87 km,"https://www.google.com/maps/dir/22.973405,-105.090452/22.519838,-105.344419",NA4245,"(22.49835, -105.32586)",59.02 km,"https://www.google.com/maps/dir/22.973405,-105.090452/22.498352,-105.325859",NA7440,"(22.50514, -105.35680)",59.97 km,"https://www.google.com/maps/dir/22.973405,-105.090452/22.50514,-105.3568"
Los Platanitos,"(23.18735, -105.06025)",DU0496,"(23.07844, -104.54656)",58.46 km,NA7565,"(22.63707, -105.31837)",67.66 km,"https://www.google.com/maps/dir/23.18735,-105.060247/22.63707,-105.31837",DU0235,"(23.77339, -105.35650)",73.10 km,"https://www.google.com/maps/dir/23.18735,-105.060247/23.773389,-105.3565",DU2983,"(23.78909, -105.34690)",74.20 km,"https://www.google.com/maps/dir/23.18735,-105.060247/23.789089,-105.346903"
Pelillos,"(23.25819, -105.26714)",DU0235,"(23.77339, -105.35650)",58.21 km,DU6999,"(23.77830, -105.37182)",59.06 km,"https://www.google.com/maps/dir/23.258189,-105.267137/23.778297,-105.371822",DU2983,"(23.78909, -105.34690)",59.76 km,"https://www.google.com/maps/dir/23.258189,-105.267137/23.789089,-105.346903",DU4501,"(23.70194, -105.57852)",60.35 km,"https://www.google.com/maps/dir/23.258189,-105.267137/23.701936,-105.578519"
La Cabra,"(24.24601, -105.61021)",DU0266,"(23.92609, -105.34104)",46.54 km,DU0471,"(23.81039, -105.54583)",49.02 km,"https://www.google.com/maps/dir/24.24601,-105.610211/23.810392,-105.545831",DU0472,"(23.86234, -105.31529)",53.87 km,"https://www.google.com/maps/dir/24.24601,-105.610211/23.862344,-105.315289",DU0347,"(23.79810, -105.38399)",55.86 km,"https://www.google.com/maps/dir/24.24601,-105.610211/23.798097,-105.383989"
El ZanjÃ³n,"(24.09456, -105.64536)",DU0471,"(23.81039, -105.54583)",33.52 km,DU0266,"(23.92609, -105.34104)",38.72 km,"https://www.google.com/maps/dir/24.094565,-105.645359/23.92608889,-105.3410445",DU5639,"(23.74774, -105.53415)",40.55 km,"https://www.google.com/maps/dir/24.094565,-105.645359/23.747737,-105.534146",DU1926,"(23.73250, -105.69011)",40.61 km,"https://www.google.com/maps/dir/24.094565,-105.645359/23.7325,-105.690111"
Los Sauces,"(23.25806, -104.20904)",DU4411,"(23.47328, -104.39306)",31.52 km,DU6611,"(23.53744, -104.37669)",36.27 km,"https://www.google.com/maps/dir/23.258058,-104.209036/23.537439,-104.376694",DU0551,"(23.59145, -104.06088)",40.61 km,"https://www.google.com/maps/dir/23.258058,-104.209036/23.591453,-104.060881",DU0496,"(23.07844, -104.54656)",42.56 km,"https://www.google.com/maps/dir/23.258058,-104.209036/23.078444,-104.546556"
El Platanar,"(24.59094, -106.23121)",SI4807,"(24.41386, -106.69064)",54.81 km,SI2224,"(24.38410, -106.69087)",56.11 km,"https://www.google.com/maps/dir/24.590938,-106.231211/24.38409722,-106.6908694",SI5791,"(23.94176, -106.42636)",75.46 km,"https://www.google.com/maps/dir/24.590938,-106.231211/23.94175556,-106.4263639",—,—,—,—
Los Arrayanes,"(24.46895, -106.38977)",SI4807,"(24.41386, -106.69064)",34.05 km,SI2224,"(24.38410, -106.69087)",34.82 km,"https://www.google.com/maps/dir/24.468952,-106.389769/24.38409722,-106.6908694",—,—,—,—,—,—,—,—
Mautal,"(24.81173, -106.49412)",DU0174,"(25.05276, -106.33673)",32.04 km,—,—,—,—,—,—,—,—,—,—,—,—
Rancho de PÃ©rez,"(25.68027, -106.34701)",CH3301,"(26.04211, -106.50761)",44.07 km,DU0225,"(25.93063, -105.95694)",51.60 km,"https://www.google.com/maps/dir/25.680269,-106.347012/25.93063333,-105.9569361",DU7944,"(25.92462, -105.94612)",52.26 km,"https://www.google.com/maps/dir/25.680269,-106.347012/25.924625,-105.946119",—,—,—,—
Piedras de Amolar,"(25.45194, -106.63710)",SI0507,"(25.46960, -106.92968)",32.63 km,SI1818,"(25.47913, -106.93961)",33.81 km,"https://www.google.com/maps/dir/25.451944,-106.637104/25.47913333,-106.9396111",—,—,—,—,—,—,—,—
Joya de Canales,"(25.45853, -106.42614)",DU0174,"(25.05276, -106.33673)",46.25 km,SI0507,"(25.46960, -106.92968)",56.07 km,"https://www.google.com/maps/dir/25.458528,-106.426143/25.4696,-106.9296806",SI1818,"(25.47913, -106.93961)",57.21 km,"https://www.google.com/maps/dir/25.458528,-106.426143/25.47913333,-106.9396111",CH3301,"(26.04211, -106.50761)",65.59 km,"https://www.google.com/maps/dir/25.458528,-106.426143/26.042111,-106.507611"
Encino Gordo,"(25.15929, -106.75910)",SI2620,"(24.96764, -106.97108)",31.81 km,SI0507,"(25.46960, -106.92968)",39.42 km,"https://www.google.com/maps/dir/25.159292,-106.759096/25.4696,-106.9296806",SI1818,"(25.47913, -106.93961)",40.88 km,"https://www.google.com/maps/dir/25.159292,-106.759096/25.47913333,-106.9396111",—,—,—,—
Guamuchilito,"(25.16203, -106.75669)",SI2620,"(24.96764, -106.97108)",32.22 km,SI0507,"(25.46960, -106.92968)",39.28 km,"https://www.google.com/maps/dir/25.162031,-106.756689/25.4696,-106.9296806",SI1818,"(25.47913, -106.93961)",40.75 km,"https://www.google.com/maps/dir/25.162031,-106.756689/25.47913333,-106.9396111",DU0174,"(25.05276, -106.33673)",48.31 km,"https://www.google.com/maps/dir/25.162031,-106.756689/25.05276111,-106.3367333"
Las Mesitas,"(25.30758, -106.56534)",DU0174,"(25.05276, -106.33673)",38.11 km,SI0507,"(25.46960, -106.92968)",44.39 km,"https://www.google.com/maps/dir/25.307584,-106.565341/25.4696,-106.9296806",SI1818,"(25.47913, -106.93961)",45.83 km,"https://www.google.com/maps/dir/25.307584,-106.565341/25.47913333,-106.9396111",—,—,—,—
La Trampa,"(25.17337, -106.75594)",SI2620,"(24.96764, -106.97108)",33.14 km,SI0507,"(25.46960, -106.92968)",38.23 km,"https://www.google.com/maps/dir/25.17337,-106.755939/25.4696,-106.9296806",SI1818,"(25.47913, -106.93961)",39.71 km,"https://www.google.com/maps/dir/25.17337,-106.755939/25.47913333,-106.9396111",DU0174,"(25.05276, -106.33673)",48.56 km,"https://www.google.com/maps/dir/25.17337,-106.755939/25.05276111,-106.3367333"
Las Leonas,"(25.27357, -106.70202)",SI0507,"(25.46960, -106.92968)",33.44 km,SI1818,"(25.47913, -106.93961)",34.97 km,"https://www.google.com/maps/dir/25.273566,-106.702017/25.47913333,-106.9396111",SI2620,"(24.96764, -106.97108)",45.35 km,"https://www.google.com/maps/dir/25.273566,-106.702017/24.96763889,-106.9710806",SI0733,"(24.94536, -106.94647)",45.56 km,"https://www.google.com/maps/dir/25.273566,-106.702017/24.94536111,-106.9464722"
El Llano Grande,"(25.17880, -106.71769)",SI2620,"(24.96764, -106.97108)",36.72 km,SI0507,"(25.46960, -106.92968)",40.06 km,"https://www.google.com/maps/dir/25.178804,-106.717688/25.4696,-106.9296806",SI1818,"(25.47913, -106.93961)",41.57 km,"https://www.google.com/maps/dir/25.178804,-106.717688/25.47913333,-106.9396111",DU0174,"(25.05276, -106.33673)",44.67 km,"https://www.google.com/maps/dir/25.178804,-106.717688/25.05276111,-106.3367333"
El Palo Dulce,"(17.69451, -100.79084)",GR3317,"(17.37841, -101.05556)",45.90 km,GR5716,"(17.27178, -100.89222)",48.39 km,"https://www.google.com/maps/dir/17.694508,-100.790839/17.271777,-100.892222",GR0233,"(17.26701, -100.88046)",48.62 km,"https://www.google.com/maps/dir/17.694508,-100.790839/17.267011,-100.880458",GR0516,"(17.32510, -101.04249)",49.76 km,"https://www.google.com/maps/dir/17.694508,-100.790839/17.325103,-101.042486"
El Tule,"(17.92130, -100.80601)",GR0456,"(18.24280, -100.89106)",37.02 km,GR2153,"(18.29553, -100.85231)",41.98 km,"https://www.google.com/maps/dir/17.921301,-100.806014/18.295527,-100.852306",GR6769,"(18.15450, -100.50047)",42.79 km,"https://www.google.com/maps/dir/17.921301,-100.806014/18.154501,-100.500472",GR1219,"(18.21538, -100.55082)",43.34 km,"https://www.google.com/maps/dir/17.921301,-100.806014/18.215383,-100.550822"
El Fresnito,"(17.69955, -100.85866)",GR3317,"(17.37841, -101.05556)",41.93 km,GR0516,"(17.32510, -101.04249)",46.44 km,"https://www.google.com/maps/dir/17.699554,-100.858656/17.325103,-101.042486",GR5716,"(17.27178, -100.89222)",47.77 km,"https://www.google.com/maps/dir/17.699554,-100.858656/17.271777,-100.892222",GR1433,"(17.41421, -101.18143)",47.96 km,"https://www.google.com/maps/dir/17.699554,-100.858656/17.414211,-101.181433"
